machine,modele,quantification,prompt,classe,n_caracteres,max_tokens,run,tokens,duree_s,energie_kWh,joules,joules_pmic,joules_pmic_cpu,w_moyen_pmic
Pi5,SmolLM2-1.7B,Q3_K_M,Generate a movie review,court,23,64,1,64,7.7,1.5223638328592342e-05,54.8,42.3,29.5,5.59
Pi5,SmolLM2-1.7B,Q3_K_M,Generate a movie review,court,23,64,2,64,7.61,1.5133718502141255e-05,54.5,40.6,28.6,5.51
Pi5,SmolLM2-1.7B,Q3_K_M,Generate a movie review,court,23,64,3,64,7.61,1.5197139387459776e-05,54.7,41.5,29.0,5.53
Pi5,SmolLM2-1.7B,Q3_K_M,Identify popular dishes in Mexico.,court,34,64,1,0,0.33,1.6977015247165893e-06,6.1,1.4,1.1,6.08
Pi5,SmolLM2-1.7B,Q3_K_M,Identify popular dishes in Mexico.,court,34,64,2,0,0.32,1.6942872689514302e-06,6.1,1.4,1.1,6.3
Pi5,SmolLM2-1.7B,Q3_K_M,Identify popular dishes in Mexico.,court,34,64,3,0,0.3,1.6571611412780637e-06,6.0,1.8,1.5,8.13
Pi5,SmolLM2-1.7B,Q3_K_M,What is unique about a hyperbole?,court,33,64,1,0,0.44,1.8478669741553952e-06,6.7,1.3,1.0,5.69
Pi5,SmolLM2-1.7B,Q3_K_M,What is unique about a hyperbole?,court,33,64,2,0,0.47,1.882114462835023e-06,6.8,1.4,1.1,6.03
Pi5,SmolLM2-1.7B,Q3_K_M,What is unique about a hyperbole?,court,33,64,3,0,0.48,1.893439123166824e-06,6.8,2.9,2.1,6.28
Pi5,SmolLM2-1.7B,Q3_K_M,Write an emergency response plan,court,32,64,1,5,0.91,2.439950617777615e-06,8.8,4.2,3.0,5.31
Pi5,SmolLM2-1.7B,Q3_K_M,Write an emergency response plan,court,32,64,2,5,0.86,2.3755181181665345e-06,8.6,4.6,3.3,5.86
Pi5,SmolLM2-1.7B,Q3_K_M,Write an emergency response plan,court,32,64,3,5,0.87,2.386916233976096e-06,8.6,3.8,2.8,5.63
Pi5,SmolLM2-1.7B,Q3_K_M,Generate a quiz about physics.,court,30,64,1,16,2.2,4.699038117260384e-06,16.9,11.3,8.0,5.65
Pi5,SmolLM2-1.7B,Q3_K_M,Generate a quiz about physics.,court,30,64,2,16,2.2,4.696893640779115e-06,16.9,11.5,8.2,5.67
Pi5,SmolLM2-1.7B,Q3_K_M,Generate a quiz about physics.,court,30,64,3,16,2.19,4.6784811538955035e-06,16.8,11.5,8.2,5.73
Pi5,SmolLM2-1.7B,Q3_K_M,Develop a metaphor for hope.,court,28,64,1,0,0.29,1.656025156363453e-06,6.0,1.7,1.4,7.56
Pi5,SmolLM2-1.7B,Q3_K_M,Develop a metaphor for hope.,court,28,64,2,0,0.32,1.6924602181772577e-06,6.1,1.5,1.1,6.38
Pi5,SmolLM2-1.7B,Q3_K_M,Develop a metaphor for hope.,court,28,64,3,0,0.32,1.6930690494172933e-06,6.1,1.3,0.9,5.53
Pi5,SmolLM2-1.7B,Q3_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,1,5,1.23,2.9266703040328777e-06,10.5,7.5,5.7,6.67
Pi5,SmolLM2-1.7B,Q3_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,2,5,1.24,2.928533269224441e-06,10.5,6.8,5.1,6.0
Pi5,SmolLM2-1.7B,Q3_K_M,"Summarize the poem ""Beat! Beat! Drums!""",court,39,64,3,5,1.26,2.9527008400094184e-06,10.6,7.8,6.0,6.33
Pi5,SmolLM2-1.7B,Q3_K_M,Describe the primary colors.,court,28,64,1,0,0.28,1.6425708198889626e-06,5.9,1.6,1.2,6.91
Pi5,SmolLM2-1.7B,Q3_K_M,Describe the primary colors.,court,28,64,2,0,0.26,1.6114516764378252e-06,5.8,1.2,0.9,5.31
Pi5,SmolLM2-1.7B,Q3_K_M,Describe the primary colors.,court,28,64,3,0,0.29,1.645264999543657e-06,5.9,1.1,0.8,4.87
Pi5,SmolLM2-1.7B,Q3_K_M,Name two first aid treatments for a cut.,court,40,64,1,0,0.44,1.8386815743927653e-06,6.6,1.6,1.2,6.78
Pi5,SmolLM2-1.7B,Q3_K_M,Name two first aid treatments for a cut.,court,40,64,2,0,0.44,1.8385000733333579e-06,6.6,1.7,1.4,7.51
Pi5,SmolLM2-1.7B,Q3_K_M,Name two first aid treatments for a cut.,court,40,64,3,0,0.42,1.8152072296112087e-06,6.5,1.4,1.0,5.95
Pi5,SmolLM2-1.7B,Q3_K_M,Write one sentence about handwashing.,court,37,64,1,0,0.37,1.7510598930558042e-06,6.3,1.4,1.1,6.22
Pi5,SmolLM2-1.7B,Q3_K_M,Write one sentence about handwashing.,court,37,64,2,0,0.37,1.754904437611357e-06,6.3,1.1,0.8,4.86
Pi5,SmolLM2-1.7B,Q3_K_M,Write one sentence about handwashing.,court,37,64,3,0,0.37,1.7497310072218522e-06,6.3,1.5,1.2,6.67
Pi5,SmolLM2-1.7B,Q3_K_M,Who is Samantha Andrews?,court,24,64,1,0,0.26,1.6091275392388493e-06,5.8,1.4,1.1,6.16
Pi5,SmolLM2-1.7B,Q3_K_M,Who is Samantha Andrews?,court,24,64,2,0,0.27,1.623561255944196e-06,5.8,1.2,0.9,5.31
Pi5,SmolLM2-1.7B,Q3_K_M,Who is Samantha Andrews?,court,24,64,3,0,0.26,1.6150306802220612e-06,5.8,1.1,0.8,4.96
Pi5,SmolLM2-1.7B,Q3_K_M,What year did WW2 start?,court,24,64,1,0,0.35,1.7216447303209533e-06,6.2,1.6,1.3,6.86
Pi5,SmolLM2-1.7B,Q3_K_M,What year did WW2 start?,court,24,64,2,0,0.37,1.747436717140094e-06,6.3,1.4,1.0,5.84
Pi5,SmolLM2-1.7B,Q3_K_M,What year did WW2 start?,court,24,64,3,0,0.37,1.7544008787219051e-06,6.3,1.2,0.8,5.16
Pi5,SmolLM2-1.7B,Q3_K_M,Give 10 features of the sun.,court,28,64,1,0,0.44,1.8441764136667237e-06,6.6,1.4,1.1,6.15
Pi5,SmolLM2-1.7B,Q3_K_M,Give 10 features of the sun.,court,28,64,2,0,0.44,1.8378840710883457e-06,6.6,1.7,1.4,7.44
Pi5,SmolLM2-1.7B,Q3_K_M,Give 10 features of the sun.,court,28,64,3,0,0.44,1.8381741268103763e-06,6.6,1.4,1.0,6.13
Pi5,SmolLM2-1.7B,Q3_K_M,Write a mock newspaper headline.,court,32,64,1,0,0.29,1.6557982388331868e-06,6.0,1.7,1.4,7.52
Pi5,SmolLM2-1.7B,Q3_K_M,Write a mock newspaper headline.,court,32,64,2,0,0.32,1.6880933465152398e-06,6.1,1.1,0.7,4.76
Pi5,SmolLM2-1.7B,Q3_K_M,Write a mock newspaper headline.,court,32,64,3,0,0.32,1.6921036299813205e-06,6.1,1.4,1.1,6.29
Pi5,SmolLM2-1.7B,Q3_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,1,0,0.72,2.2041367985001065e-06,7.9,5.1,4.2,7.42
Pi5,SmolLM2-1.7B,Q3_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,2,0,0.73,2.207667061166477e-06,7.9,5.0,4.0,7.29
Pi5,SmolLM2-1.7B,Q3_K_M,Create a data visualization of the latest COVID-19 cases in the US.,moyen,67,64,3,0,0.73,2.2183936272594175e-06,8.0,4.7,3.7,6.86
Pi5,SmolLM2-1.7B,Q3_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,1,64,8.35,1.608269818606994e-05,57.9,47.0,33.6,5.78
Pi5,SmolLM2-1.7B,Q3_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,2,64,8.33,1.6008828258420494e-05,57.6,46.2,32.8,5.7
Pi5,SmolLM2-1.7B,Q3_K_M,"Calculate the price after discount.
Regular price: $100, Discount: 15%",moyen,70,64,3,64,8.37,1.607781044986863e-05,57.9,47.8,34.5,5.86
Pi5,SmolLM2-1.7B,Q3_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,1,0,0.71,2.1827237047779514e-06,7.9,5.3,4.3,7.8
Pi5,SmolLM2-1.7B,Q3_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,2,0,0.73,2.215394682028008e-06,8.0,2.7,2.1,5.98
Pi5,SmolLM2-1.7B,Q3_K_M,"Parse the given sentence grammatically.
The small jar sat on the shelf.",moyen,71,64,3,0,0.73,2.2148144487006752e-06,8.0,4.8,3.8,6.93
Pi5,SmolLM2-1.7B,Q3_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,1,64,8.92,2.0386083185570453e-05,73.4,51.8,37.5,5.89
Pi5,SmolLM2-1.7B,Q3_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,2,64,8.67,1.8408010761720505e-05,66.3,48.5,35.0,5.74
Pi5,SmolLM2-1.7B,Q3_K_M,"Rewrite the given program in Java.
a = 4
b = 5
c = a + b
print(c)",moyen,65,64,3,64,8.68,1.8856344490169318e-05,67.9,51.7,37.7,6.01
Pi5,SmolLM2-1.7B,Q3_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,1,1,0.81,2.312616821625641e-06,8.3,3.9,3.0,5.76
Pi5,SmolLM2-1.7B,Q3_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,2,1,0.85,2.368333721425434e-06,8.5,4.5,3.7,6.68
Pi5,SmolLM2-1.7B,Q3_K_M,"Based on the input, provide the correct spelling of the word.
ambigious",moyen,71,64,3,1,0.87,2.3934847263797544e-06,8.6,4.0,3.1,5.89
Pi5,SmolLM2-1.7B,Q3_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,1,0,0.57,2.00270066774351e-06,7.2,3.1,2.4,6.72
Pi5,SmolLM2-1.7B,Q3_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,2,0,0.56,1.989822217593785e-06,7.2,3.0,2.4,6.53
Pi5,SmolLM2-1.7B,Q3_K_M,Construct a query that returns information about the Eiffel Tower.,moyen,66,64,3,0,0.54,1.9740841278887476e-06,7.1,3.1,2.4,6.81
Pi5,SmolLM2-1.7B,Q3_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,1,0,1.4,5.00533830359527e-06,18.0,9.5,7.6,6.93
Pi5,SmolLM2-1.7B,Q3_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,2,0,1.38,4.993559796629243e-06,18.0,8.4,6.6,6.79
Pi5,SmolLM2-1.7B,Q3_K_M,"Create a set from the given input and find its size.
[1, 2, 3, 2, 4, 2]",moyen,71,64,3,0,1.35,4.543424385568571e-06,16.4,9.0,7.4,7.27
Pi5,SmolLM2-1.7B,Q3_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,1,64,8.07,1.536353146530074e-05,55.3,44.9,31.8,5.67
Pi5,SmolLM2-1.7B,Q3_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,2,64,8.05,1.5371683807110103e-05,55.3,46.6,33.5,5.9
Pi5,SmolLM2-1.7B,Q3_K_M,"What are the different types of characters in the given play?
Macbeth",moyen,69,64,3,64,8.09,1.544335478546135e-05,55.6,45.7,32.2,5.76
Pi5,SmolLM2-1.7B,Q3_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,1,0,0.99,2.5458104404999633e-06,9.2,5.4,4.5,7.88
Pi5,SmolLM2-1.7B,Q3_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,2,0,1.03,2.601559149414717e-06,9.4,6.4,5.2,7.09
Pi5,SmolLM2-1.7B,Q3_K_M,"Find the x-intercept of the line given by the equation.
y = 4x + 10",moyen,67,64,3,0,1.04,2.6052468346620226e-06,9.4,6.5,5.2,7.12
Pi5,SmolLM2-1.7B,Q3_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,1,5,1.15,2.7644734369625472e-06,10.0,7.4,5.6,6.58
Pi5,SmolLM2-1.7B,Q3_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,2,5,1.13,2.7401007878316667e-06,9.9,5.7,4.4,6.32
Pi5,SmolLM2-1.7B,Q3_K_M,"Identify the most suitable adverb for the following sentence
She works",moyen,70,64,3,5,1.16,2.7744940402826755e-06,10.0,7.0,5.4,6.19
Pi5,SmolLM2-1.7B,Q3_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,1,0,0.86,2.381167311444769e-06,8.6,4.8,3.8,7.03
Pi5,SmolLM2-1.7B,Q3_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,2,0,0.88,2.407417871722171e-06,8.7,4.8,3.8,6.96
Pi5,SmolLM2-1.7B,Q3_K_M,"Generate a sentence using the words ""caffeine"", ""hunter"", and ""monday"".",moyen,71,64,3,0,0.86,2.37863962044422e-06,8.6,5.7,4.6,7.21
Pi5,SmolLM2-1.7B,Q3_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,1,6,1.47,3.699158334609888e-06,13.3,7.0,5.1,5.68
Pi5,SmolLM2-1.7B,Q3_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,2,6,1.48,3.7621927998774143e-06,13.5,8.3,6.4,6.69
Pi5,SmolLM2-1.7B,Q3_K_M,"Sort the given words from most to least serious
Sneeze, trip, shout",moyen,67,64,3,6,1.49,3.7361861188588437e-06,13.5,9.5,7.3,6.52
Pi5,SmolLM2-1.7B,Q3_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,1,0,0.71,2.192266707278047e-06,7.9,4.6,3.7,6.78
Pi5,SmolLM2-1.7B,Q3_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,2,0,0.72,2.1966642791939055e-06,7.9,4.9,3.9,7.11
Pi5,SmolLM2-1.7B,Q3_K_M,Come up with at least 5 ways to use deep learning in healthcare.,moyen,64,64,3,0,0.71,2.182827603997416e-06,7.9,5.0,4.0,7.36
Pi5,SmolLM2-1.7B,Q3_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,64,1,0,0.52,1.9432774004441047e-06,7.0,3.1,2.4,6.67
Pi5,SmolLM2-1.7B,Q3_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,64,2,0,0.55,1.9805160807777107e-06,7.1,3.2,2.6,6.73
Pi5,SmolLM2-1.7B,Q3_K_M,Describe the concept of artificial intelligence in your own words.,moyen,66,64,3,0,0.55,1.9877452755578725e-06,7.2,3.3,2.7,7.11
Pi5,SmolLM2-1.7B,Q3_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,1,0,0.6,2.046512988277881e-06,7.4,3.1,2.5,6.77
Pi5,SmolLM2-1.7B,Q3_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,2,0,0.61,2.055128124500243e-06,7.4,2.9,2.1,6.24
Pi5,SmolLM2-1.7B,Q3_K_M,Follow the given example and create a poem about a passionate sunset.,moyen,69,64,3,0,0.6,2.051639819222146e-06,7.4,3.0,2.4,6.64
Pi5,SmolLM2-1.7B,Q3_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,1,64,8.94,2.1291184522685878e-05,76.6,50.3,36.1,5.77
Pi5,SmolLM2-1.7B,Q3_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,2,64,8.91,2.120340558875916e-05,76.3,50.6,36.5,5.82
Pi5,SmolLM2-1.7B,Q3_K_M,"Create three subheadings that could be used to divide the news article.
Tesla announced plans to develop a new battery technology that will increase the range of electric vehicles.",long,180,64,3,64,8.94,2.1368989465271635e-05,76.9,51.3,36.7,5.76
Pi5,SmolLM2-1.7B,Q3_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,1,64,9.31,2.1344428866984075e-05,76.8,54.8,40.1,5.98
Pi5,SmolLM2-1.7B,Q3_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,2,64,9.27,2.1169147402711585e-05,76.2,55.4,40.8,6.06
Pi5,SmolLM2-1.7B,Q3_K_M,"Given a string word and a dictionary of words, determine whether the word is a valid word.
String word: ""hello""
Dictionary of words: { ""hi"", ""bye"", ""hello"", ""world"" }",long,166,64,3,64,9.32,2.1062230781838006e-05,75.8,54.0,39.2,5.87
Pi5,SmolLM2-1.7B,Q3_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,1,64,8.5,1.7078339940020382e-05,61.5,49.0,35.4,5.88
Pi5,SmolLM2-1.7B,Q3_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,2,64,8.52,1.729048747173891e-05,62.2,46.7,33.0,5.62
Pi5,SmolLM2-1.7B,Q3_K_M,"Given the following conditions, formulate a hypothesis.
Temperature, humidity, and precipitation levels are higher during the summer than the winter.",long,149,64,3,64,8.49,1.709391018075357e-05,61.5,48.6,35.1,5.82
Pi5,SmolLM2-1.7B,Q3_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,1,27,4.88,1.4029586989586638e-05,50.5,29.8,22.3,6.35
Pi5,SmolLM2-1.7B,Q3_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,2,27,4.95,1.420094111003365e-05,51.1,29.6,22.0,6.14
Pi5,SmolLM2-1.7B,Q3_K_M,"Make an assumption based on the following data.
90% of surveyed software developers work more than 8 hours a day, while only 10% work less than 8 hours a day",long,157,64,3,27,4.88,1.4042917033576986e-05,50.6,29.6,22.1,6.17
Pi5,SmolLM2-1.7B,Q3_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,1,33,5.6,1.5208633140581827e-05,54.8,32.8,24.3,5.98
Pi5,SmolLM2-1.7B,Q3_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,2,33,5.57,1.5123193326629415e-05,54.4,33.6,25.1,6.23
Pi5,SmolLM2-1.7B,Q3_K_M,"Given the following details, write a short paragraph about a vacation destination.
Destination: Mexico 
Time of Year: Summer 
Activities: Swimming, fishing, snorkeling, zip-lining",long,179,64,3,33,5.61,1.5251559972151292e-05,54.9,34.2,25.6,6.23
Pi5,SmolLM2-1.7B,Q3_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,1,0,1.12,2.755265109329478e-06,9.9,6.5,5.2,7.18
Pi5,SmolLM2-1.7B,Q3_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,2,0,1.11,2.7445719680237804e-06,9.9,7.1,5.7,7.79
Pi5,SmolLM2-1.7B,Q3_K_M,"Generate a random password with 8 characters containing at least one number, one special character, one capital letter and one lowercase letter.",long,144,64,3,0,1.16,2.8569946722298484e-06,10.3,8.5,6.8,7.44
Pi5,SmolLM2-1.7B,Q3_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,1,64,8.67,1.8678938448474132e-05,67.2,50.3,36.3,5.93
Pi5,SmolLM2-1.7B,Q3_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,2,64,8.67,1.8404452553848778e-05,66.3,49.2,35.6,5.82
Pi5,SmolLM2-1.7B,Q3_K_M,"Edit the following to make it suitable for school-aged children.
Bob and Bill were arguing over who was the best player on the basketball team.",long,143,64,3,64,8.69,1.8710917705495555e-05,67.4,49.8,35.9,5.88
Pi5,SmolLM2-1.7B,Q3_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,1,0,1.75,8.839660479161395e-06,31.8,11.9,9.6,7.47
Pi5,SmolLM2-1.7B,Q3_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,2,0,1.8,9.016219984275845e-06,32.5,12.6,10.3,7.42
Pi5,SmolLM2-1.7B,Q3_K_M,"Given a description of a situation, provide an appropriate ethical judgement.
A chef was not happy with the performance of a waiter, so he yelled and cursed at him in front of other people.",long,189,64,3,0,1.77,9.083800638109844e-06,32.7,11.9,9.7,7.45
Pi5,SmolLM2-1.7B,Q3_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,1,64,8.97,2.1381491577298077e-05,77.0,50.9,36.8,5.87
Pi5,SmolLM2-1.7B,Q3_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,2,64,8.96,2.1301978890697726e-05,76.7,54.7,40.0,6.12
Pi5,SmolLM2-1.7B,Q3_K_M,"Rewrite this poem to make it more vivid and interesting.
Once I had a house
where I made a thousand memories
It served me well
but now I'm gone",long,143,64,3,64,8.99,2.120884962391381e-05,76.4,52.4,38.0,5.95
Pi5,SmolLM2-1.7B,Q3_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,1,0,1.7,8.684304222034852e-06,31.3,11.1,9.0,6.96
Pi5,SmolLM2-1.7B,Q3_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,2,0,1.72,8.6071270293026e-06,31.0,11.5,9.2,6.81
Pi5,SmolLM2-1.7B,Q3_K_M,"Categorize the following text into one of the genres: Comedy, Thriller, Romance, or Drama.
Two kids from very different backgrounds meet in summer camp and form an unlikely friendship.",long,184,64,3,0,1.71,8.887814720120822e-06,32.0,10.5,8.5,7.17
Pi5,SmolLM2-1.7B,Q3_K_M,"Label the following news article as either ""Political"" or ""Entertainment""
Ansel Elgort and Gabrielle Union have both been cast in a new romantic summer movie to be released in 2022.",long,181,64,1,0,2.04,7.815763399910964e-06,28.1,13.3,10.8,6.97
